song_a,album_a,song_b,album_b,similarity
Harder to Breathe,Songs About Jane,The Way I Was,It Won’t Be Soon Before Long,0.6515
Harder to Breathe,Songs About Jane,Harder to Breathe (Demo),Songs About Jane: 10th Anniversary Edition,0.9553
Harder to Breathe,Songs About Jane,Harder to Breathe (The Cool Kids Remix),Call and Response: The Remix Album,0.9923
Harder to Breathe,Songs About Jane,Better That We Break (Ali Shaheed Muhammad & Doc Remix),Call and Response: The Remix Album,0.6459
Harder to Breathe,Songs About Jane,Story - Non-LP Version,,0.634
Makes Me Wonder,It Won’t Be Soon Before Long,Won’t Go Home Without You,It Won’t Be Soon Before Long,0.6208
Makes Me Wonder,It Won’t Be Soon Before Long,Nothing Lasts Forever,It Won’t Be Soon Before Long,0.6173
Makes Me Wonder,It Won’t Be Soon Before Long,Just a Feeling,Hands All Over,0.603
Makes Me Wonder,It Won’t Be Soon Before Long,New Love,V,0.6033
Makes Me Wonder,It Won’t Be Soon Before Long,Through with You,Songs About Jane,0.6418
Makes Me Wonder,It Won’t Be Soon Before Long,Not Coming Home,Songs About Jane,0.6011
Makes Me Wonder,It Won’t Be Soon Before Long,Back At Your Door,It Won’t Be Soon Before Long,0.6707
Makes Me Wonder,It Won’t Be Soon Before Long,Little of Your Time,It Won’t Be Soon Before Long,0.6057
Makes Me Wonder,It Won’t Be Soon Before Long,Until You’re Over Me,It Won’t Be Soon Before Long,0.6228
Makes Me Wonder,It Won’t Be Soon Before Long,Through With You (Demo),Songs About Jane: 10th Anniversary Edition,0.6418
Makes Me Wonder,It Won’t Be Soon Before Long,Better That We Break (Ali Shaheed Muhammad & Doc Remix),Call and Response: The Remix Album,0.6072
Makes Me Wonder,It Won’t Be Soon Before Long,Makes Me Wonder (Just Blaze Remix),Call and Response: The Remix Album,0.7643
Makes Me Wonder,It Won’t Be Soon Before Long,Not Falling Apart (Tiësto Remix),Call and Response: The Remix Album,0.6036
Won’t Go Home Without You,It Won’t Be Soon Before Long,Nothing Lasts Forever,It Won’t Be Soon Before Long,0.6557
Won’t Go Home Without You,It Won’t Be Soon Before Long,Just a Feeling,Hands All Over,0.6369
Won’t Go Home Without You,It Won’t Be Soon Before Long,Never Gonna Leave This Bed,Hands All Over,0.6061
Won’t Go Home Without You,It Won’t Be Soon Before Long,Goodnight Goodnight,It Won’t Be Soon Before Long,0.6259
Won’t Go Home Without You,It Won’t Be Soon Before Long,Wasted Years,Live – Friday the 13th,0.6507
Won’t Go Home Without You,It Won’t Be Soon Before Long,Back At Your Door,It Won’t Be Soon Before Long,0.6649
Won’t Go Home Without You,It Won’t Be Soon Before Long,Losing My Mind,It Won’t Be Soon Before Long,0.6152
Won’t Go Home Without You,It Won’t Be Soon Before Long,Story,It Won’t Be Soon Before Long,0.6083
Won’t Go Home Without You,It Won’t Be Soon Before Long,Take What You Want (Demo),Songs About Jane: 10th Anniversary Edition,0.6019
Won’t Go Home Without You,It Won’t Be Soon Before Long,This Love (Demo),Songs About Jane: 10th Anniversary Edition,0.662
Won’t Go Home Without You,It Won’t Be Soon Before Long,Makes Me Wonder (Just Blaze Remix),Call and Response: The Remix Album,0.6145
Won’t Go Home Without You,It Won’t Be Soon Before Long,This Love (C. “Tricky” Stewart Remix),Call and Response: The Remix Album,0.6789
Won’t Go Home Without You,It Won’t Be Soon Before Long,Goodnight Goodnight (Deerhoof Remix),Call and Response: The Remix Album,0.6018
Won’t Go Home Without You,It Won’t Be Soon Before Long,Story - Non-LP Version,,0.614
Won’t Go Home Without You,It Won’t Be Soon Before Long,This Love (Junior Sirius edit),,0.6699
Who I Am,Red Pill Blues,Wait (Remix),,0.6939
Who I Am,Red Pill Blues,Animals (Remix),,0.6669
Who I Am,Red Pill Blues,My Heart Is Open,V,0.7375
Who I Am,Red Pill Blues,If I Never See Your Face Again (Remix),It Won’t Be Soon Before Long,0.7
Who I Am,Red Pill Blues,Don’t Wanna Know (Extended Version),,0.7311
Who I Am,Red Pill Blues,Girls Like You (Remix) (Volume 2),,0.6427
Who I Am,Red Pill Blues,Cold (Remix),,0.6326
Who I Am,Red Pill Blues,Moves Like Jagger (Remix),,0.6935
Who I Am,Red Pill Blues,What Lovers Do (Slushii Remix),,0.7334
Who I Am,Red Pill Blues,Out of Goodbyes,Hands All Over,0.704
Who I Am,Red Pill Blues,This Love (Kanye West Remix),Songs About Jane,0.67
Who I Am,Red Pill Blues,Girls Like You (St. Vincent Remix),,0.6378
Who I Am,Red Pill Blues,Girls Like You (Cray Remix),,0.6427
Who I Am,Red Pill Blues,Don’t Wanna Know (Ryan Riback Remix),,0.7176
Who I Am,Red Pill Blues,Misery (Acoustic),Hands All Over,0.6738
Who I Am,Red Pill Blues,Don’t Wanna Know (Fareoh Remix),,0.7226
Who I Am,Red Pill Blues,Is Anybody Out There,,0.7165
Who I Am,Red Pill Blues,Animals (Big Boi Remix),,0.6669
Who I Am,Red Pill Blues,Girls Like You (WondaGurl Remix),,0.6427
Who I Am,Red Pill Blues,Cold (Hot Shade & Mike Perry Remix),,0.6386
Who I Am,Red Pill Blues,Wake Up Call (Mark Ronson Remix),Call and Response: The Remix Album,0.6948
Who I Am,Red Pill Blues,Wake Up Call (David Banner Remix),Call and Response: The Remix Album,0.6818
Who I Am,Red Pill Blues,Girls Like You (TOKiMONSTA Remix),,0.6427
Who I Am,Red Pill Blues,Be Nice,,0.6477
Who I Am,Red Pill Blues,If I Never See Your Face Again (Swizz Beatz Remix),Call and Response: The Remix Album,0.638
Who I Am,Red Pill Blues,If I Never See Your Face Again (Paul Oakenfold Remix),Call and Response: The Remix Album,0.7
Who I Am,Red Pill Blues,Don’t Wanna Know (Total Ape Remix),,0.6989
Wait (Remix),,Animals (Remix),,0.6741
Wait (Remix),,My Heart Is Open,V,0.695
Wait (Remix),,Sugar (Remix),,0.627
Wait (Remix),,If I Never See Your Face Again (Remix),It Won’t Be Soon Before Long,0.6618
Wait (Remix),,Don’t Wanna Know (Extended Version),,0.6811
Wait (Remix),,Girls Like You (Remix) (Volume 2),,0.6395
Wait (Remix),,Cold (Remix),,0.6212
Wait (Remix),,Moves Like Jagger (Remix),,0.6992
Wait (Remix),,What Lovers Do (Slushii Remix),,0.6727
Wait (Remix),,Out of Goodbyes,Hands All Over,0.6912
Wait (Remix),,This Love (Kanye West Remix),Songs About Jane,0.6463
Wait (Remix),,Wait (Chromeo Remix),Helix (Volume 2),0.8151
Wait (Remix),,Girls Like You (Cray Remix),,0.6395
Wait (Remix),,Don’t Wanna Know (Ryan Riback Remix),,0.6573
Wait (Remix),,Misery (Acoustic),Hands All Over,0.6552
Wait (Remix),,Don’t Wanna Know (Fareoh Remix),,0.6507
Wait (Remix),,Is Anybody Out There,,0.701
Wait (Remix),,Animals (Big Boi Remix),,0.6741
Wait (Remix),,Girls Like You (WondaGurl Remix),,0.6395
Wait (Remix),,Wake Up Call (Mark Ronson Remix),Call and Response: The Remix Album,0.6465
Wait (Remix),,Wake Up Call (David Banner Remix),Call and Response: The Remix Album,0.6289
Wait (Remix),,Girls Like You (TOKiMONSTA Remix),,0.6395
Wait (Remix),,Be Nice,,0.6721
Wait (Remix),,If I Never See Your Face Again (Swizz Beatz Remix),Call and Response: The Remix Album,0.6842
Wait (Remix),,If I Never See Your Face Again (Paul Oakenfold Remix),Call and Response: The Remix Album,0.6618
Wait (Remix),,Don’t Wanna Know (Total Ape Remix),,0.6487
Beautiful Goodbye,Overexposed,Just a Feeling,Hands All Over,0.6875
Beautiful Goodbye,Overexposed,Wipe Your Eyes,Overexposed,0.6251
Beautiful Goodbye,Overexposed,Leaving California,V,0.6005
Beautiful Goodbye,Overexposed,Must Get Out,Songs About Jane,0.6124
Beautiful Goodbye,Overexposed,If I Never See Your Face Again,It Won’t Be Soon Before Long,0.613
Beautiful Goodbye,Overexposed,Coming Back for You,V,0.6214
Beautiful Goodbye,Overexposed,The Way You Look Tonight,Hands All Over (Asia Tour Edition),0.6522
Beautiful Goodbye,Overexposed,Sunday Morning (Questlove Remix),Call and Response: The Remix Album,0.6061
Beautiful Goodbye,Overexposed,Sunday Morning (Demo),Songs About Jane: 10th Anniversary Edition,0.6098
Beautiful Goodbye,Overexposed,Must Get Out (Demo),Songs About Jane: 10th Anniversary Edition,0.6195
Beautiful Goodbye,Overexposed,Makes Me Wonder (Just Blaze Remix),Call and Response: The Remix Album,0.6255
Best 4 U,Red Pill Blues,Never Gonna Leave This Bed,Hands All Over,0.6839
Best 4 U,Red Pill Blues,In Your Pocket,V,0.6356
Best 4 U,Red Pill Blues,Leaving California,V,0.6301
Best 4 U,Red Pill Blues,Must Get Out,Songs About Jane,0.6453
Best 4 U,Red Pill Blues,If I Never See Your Face Again,It Won’t Be Soon Before Long,0.628
Best 4 U,Red Pill Blues,Tangled,Songs About Jane,0.6157
Best 4 U,Red Pill Blues,Coming Back for You,V,0.6288
Best 4 U,Red Pill Blues,Give a Little More,Hands All Over,0.6076
Best 4 U,Red Pill Blues,I Can’t Lie,Hands All Over,0.6288
Best 4 U,Red Pill Blues,Last Chance,Hands All Over,0.6562
Best 4 U,Red Pill Blues,Don’t Know Nothing,Hands All Over,0.6482
Best 4 U,Red Pill Blues,Get Back In My Life,Hands All Over,0.6252
Best 4 U,Red Pill Blues,Ragdoll,Songs About Jane,0.6166
Best 4 U,Red Pill Blues,Don’t Wanna Know (Solo),,0.6224
Best 4 U,Red Pill Blues,Take What You Want (Demo),Songs About Jane: 10th Anniversary Edition,0.6253
Best 4 U,Red Pill Blues,Never Gonna Leave This Bed (Acoustic),Hands All Over,0.6825
Best 4 U,Red Pill Blues,Must Get Out (Demo),Songs About Jane: 10th Anniversary Edition,0.6083
Best 4 U,Red Pill Blues,Tangled (Demo),Songs About Jane: 10th Anniversary Edition,0.6412
Best 4 U,Red Pill Blues,Makes Me Wonder (Just Blaze Remix),Call and Response: The Remix Album,0.6359
Best 4 U,Red Pill Blues,Animals (Sammy Bananas Remix),,0.6105
Sad,Overexposed,Tangled,Songs About Jane,0.6207
Sad,Overexposed,I Can’t Lie,Hands All Over,0.6027
Sad,Overexposed,Tangled (Demo),Songs About Jane: 10th Anniversary Edition,0.6478
Closure,Red Pill Blues,Makes Me Wonder (Just Blaze Remix),Call and Response: The Remix Album,0.6
Wake Up Call,It Won’t Be Soon Before Long,Nothing Lasts Forever,It Won’t Be Soon Before Long,0.6429
Wake Up Call,It Won’t Be Soon Before Long,Never Gonna Leave This Bed,Hands All Over,0.6349
Wake Up Call,It Won’t Be Soon Before Long,Coming Back for You,V,0.6094
Wake Up Call,It Won’t Be Soon Before Long,Through with You,Songs About Jane,0.6287
Wake Up Call,It Won’t Be Soon Before Long,Let’s Stay Together,Overexposed,0.6006
Wake Up Call,It Won’t Be Soon Before Long,Back At Your Door,It Won’t Be Soon Before Long,0.6559
Wake Up Call,It Won’t Be Soon Before Long,Little of Your Time,It Won’t Be Soon Before Long,0.6313
Wake Up Call,It Won’t Be Soon Before Long,"Miss You, Love You",It Won’t Be Soon Before Long,0.615
Wake Up Call,It Won’t Be Soon Before Long,Until You’re Over Me,It Won’t Be Soon Before Long,0.6634
Wake Up Call,It Won’t Be Soon Before Long,Take What You Want (Demo),Songs About Jane: 10th Anniversary Edition,0.6037
Wake Up Call,It Won’t Be Soon Before Long,Never Gonna Leave This Bed (Acoustic),Hands All Over,0.6146
Wake Up Call,It Won’t Be Soon Before Long,Wake Up Call (Mark Ronson Remix),Call and Response: The Remix Album,0.8089
Wake Up Call,It Won’t Be Soon Before Long,Wake Up Call (David Banner Remix),Call and Response: The Remix Album,0.8027
Wake Up Call,It Won’t Be Soon Before Long,Through With You (Demo),Songs About Jane: 10th Anniversary Edition,0.6287
Lucky Strike,Overexposed,Ladykiller,Overexposed,0.6118
Lucky Strike,Overexposed,This Summer,V,0.6331
Lucky Strike,Overexposed,This Summer (Maroon 5 vs. Alesso),,0.6303
Unkiss Me,V,My Heart Is Open,V,0.6144
Unkiss Me,V,Nothing Lasts Forever,It Won’t Be Soon Before Long,0.6704
Unkiss Me,V,Bet My Heart,Red Pill Blues,0.6374
Unkiss Me,V,Just a Feeling,Hands All Over,0.6647
Unkiss Me,V,Never Gonna Leave This Bed,Hands All Over,0.6259
Unkiss Me,V,Wipe Your Eyes,Overexposed,0.6611
Unkiss Me,V,Leaving California,V,0.6303
Unkiss Me,V,If I Never See Your Face Again,It Won’t Be Soon Before Long,0.6634
Unkiss Me,V,New Love,V,0.6073
Unkiss Me,V,Coming Back for You,V,0.6198
Unkiss Me,V,Through with You,Songs About Jane,0.6037
Unkiss Me,V,How,Hands All Over,0.6147
Unkiss Me,V,I Can’t Lie,Hands All Over,0.6882
Unkiss Me,V,The Air That I Breathe (iTunes Exclusive),Hands All Over,0.6193
Unkiss Me,V,Last Chance,Hands All Over,0.6175
Unkiss Me,V,Don’t Know Nothing,Hands All Over,0.625
Unkiss Me,V,Get Back In My Life,Hands All Over,0.6535
Unkiss Me,V,Ragdoll,Songs About Jane,0.6348
Unkiss Me,V,"Miss You, Love You",It Won’t Be Soon Before Long,0.6107
Unkiss Me,V,Until You’re Over Me,It Won’t Be Soon Before Long,0.645
Unkiss Me,V,Story,It Won’t Be Soon Before Long,0.6372
Unkiss Me,V,The Way I Was,It Won’t Be Soon Before Long,0.6142
Unkiss Me,V,Take What You Want (Demo),Songs About Jane: 10th Anniversary Edition,0.6072
Unkiss Me,V,Never Gonna Leave This Bed (Acoustic),Hands All Over,0.6186
Unkiss Me,V,Through With You (Demo),Songs About Jane: 10th Anniversary Edition,0.6037
Unkiss Me,V,Makes Me Wonder (Just Blaze Remix),Call and Response: The Remix Album,0.648
Unkiss Me,V,This Love (C. “Tricky” Stewart Remix),Call and Response: The Remix Album,0.6543
Unkiss Me,V,Misery (Bimbo Jones radio edit),Hands All Over (Asia Tour Edition),0.6334
Unkiss Me,V,Goodnight Goodnight (Deerhoof Remix),Call and Response: The Remix Album,0.6163
Unkiss Me,V,This Love (Junior Sirius edit),,0.6608
Animals (Remix),,My Heart Is Open,V,0.724
Animals (Remix),,If I Never See Your Face Again (Remix),It Won’t Be Soon Before Long,0.7105
Animals (Remix),,Don’t Wanna Know (Extended Version),,0.7007
Animals (Remix),,Doin’ Dirt,Overexposed,0.6148
Animals (Remix),,Girls Like You (Remix) (Volume 2),,0.6534
Animals (Remix),,Cold (Remix),,0.6824
Animals (Remix),,Moves Like Jagger (Remix),,0.6715
Animals (Remix),,Shoot Love,V,0.6107
Animals (Remix),,What Lovers Do (Slushii Remix),,0.6366
Animals (Remix),,Out of Goodbyes,Hands All Over,0.6823
Animals (Remix),,This Love (Kanye West Remix),Songs About Jane,0.6651
Animals (Remix),,Girls Like You (Cray Remix),,0.6534
Animals (Remix),,Don’t Wanna Know (Ryan Riback Remix),,0.6809
Animals (Remix),,Misery (Acoustic),Hands All Over,0.7093
Animals (Remix),,Don’t Wanna Know (Fareoh Remix),,0.6636
Animals (Remix),,Is Anybody Out There,,0.7171
Animals (Remix),,Animals (Big Boi Remix),,1.0
Animals (Remix),,Girls Like You (WondaGurl Remix),,0.6534
Animals (Remix),,Never Gonna Leave This Bed (Acoustic),Hands All Over,0.6056
Animals (Remix),,Cold (Hot Shade & Mike Perry Remix),,0.6401
Animals (Remix),,Wake Up Call (Mark Ronson Remix),Call and Response: The Remix Album,0.6093
Animals (Remix),,Wake Up Call (David Banner Remix),Call and Response: The Remix Album,0.6145
Animals (Remix),,Girls Like You (TOKiMONSTA Remix),,0.6534
Animals (Remix),,If I Never See Your Face Again (Swizz Beatz Remix),Call and Response: The Remix Album,0.6524
Animals (Remix),,If I Never See Your Face Again (Paul Oakenfold Remix),Call and Response: The Remix Album,0.7105
Animals (Remix),,Don’t Wanna Know (Total Ape Remix),,0.6546
Animals (Remix),,Animals (Sammy Bananas Remix),,0.8323
It Was Always You,V,Nothing Lasts Forever,It Won’t Be Soon Before Long,0.6076
It Was Always You,V,Just a Feeling,Hands All Over,0.6036
It Was Always You,V,I Can’t Lie,Hands All Over,0.6853
It Was Always You,V,Not Falling Apart,It Won’t Be Soon Before Long,0.6494
It Was Always You,V,Story,It Won’t Be Soon Before Long,0.6161
It Was Always You,V,Makes Me Wonder (Just Blaze Remix),Call and Response: The Remix Album,0.6214
It Was Always You,V,Not Falling Apart (Tiësto Remix),Call and Response: The Remix Album,0.6114
Feelings,V,Kiwi,It Won’t Be Soon Before Long,0.6184
Feelings,V,Until You’re Over Me,It Won’t Be Soon Before Long,0.6124
My Heart Is Open,V,Never Gonna Leave This Bed,Hands All Over,0.6268
My Heart Is Open,V,Wipe Your Eyes,Overexposed,0.6052
My Heart Is Open,V,If I Never See Your Face Again (Remix),It Won’t Be Soon Before Long,0.7813
My Heart Is Open,V,Don’t Wanna Know (Extended Version),,0.7547
My Heart Is Open,V,If I Never See Your Face Again,It Won’t Be Soon Before Long,0.6305
My Heart Is Open,V,Coming Back for You,V,0.604
My Heart Is Open,V,Girls Like You (Remix) (Volume 2),,0.623
My Heart Is Open,V,Give a Little More,Hands All Over,0.6004
My Heart Is Open,V,Cold (Remix),,0.6709
My Heart Is Open,V,Moves Like Jagger (Remix),,0.6432
My Heart Is Open,V,I Can’t Lie,Hands All Over,0.6288
My Heart Is Open,V,Shoot Love,V,0.6436
My Heart Is Open,V,What Lovers Do (Slushii Remix),,0.6972
My Heart Is Open,V,Out of Goodbyes,Hands All Over,0.6883
My Heart Is Open,V,Last Chance,Hands All Over,0.6355
My Heart Is Open,V,Don’t Know Nothing,Hands All Over,0.6039
My Heart Is Open,V,Ragdoll,Songs About Jane,0.6197
My Heart Is Open,V,This Love (Kanye West Remix),Songs About Jane,0.7458
My Heart Is Open,V,Girls Like You (Cray Remix),,0.623
My Heart Is Open,V,Don’t Wanna Know (Ryan Riback Remix),,0.7038
My Heart Is Open,V,Misery (Acoustic),Hands All Over,0.7383
My Heart Is Open,V,Don’t Wanna Know (Fareoh Remix),,0.7033
My Heart Is Open,V,Is Anybody Out There,,0.684
My Heart Is Open,V,Animals (Big Boi Remix),,0.724
My Heart Is Open,V,Girls Like You (WondaGurl Remix),,0.623
My Heart Is Open,V,Never Gonna Leave This Bed (Acoustic),Hands All Over,0.6266
My Heart Is Open,V,Cold (Hot Shade & Mike Perry Remix),,0.6435
My Heart Is Open,V,Wake Up Call (Mark Ronson Remix),Call and Response: The Remix Album,0.6642
My Heart Is Open,V,Wake Up Call (David Banner Remix),Call and Response: The Remix Album,0.639
My Heart Is Open,V,Girls Like You (TOKiMONSTA Remix),,0.623
My Heart Is Open,V,If I Never See Your Face Again (Swizz Beatz Remix),Call and Response: The Remix Album,0.6945
My Heart Is Open,V,If I Never See Your Face Again (Paul Oakenfold Remix),Call and Response: The Remix Album,0.7813
My Heart Is Open,V,Don’t Wanna Know (Total Ape Remix),,0.7015
Nothing Lasts Forever,It Won’t Be Soon Before Long,Bet My Heart,Red Pill Blues,0.6456
Nothing Lasts Forever,It Won’t Be Soon Before Long,Just a Feeling,Hands All Over,0.6189
Nothing Lasts Forever,It Won’t Be Soon Before Long,Never Gonna Leave This Bed,Hands All Over,0.6642
Nothing Lasts Forever,It Won’t Be Soon Before Long,Goodnight Goodnight,It Won’t Be Soon Before Long,0.6531
Nothing Lasts Forever,It Won’t Be Soon Before Long,Sweetest Goodbye,Songs About Jane,0.6184
Nothing Lasts Forever,It Won’t Be Soon Before Long,Leaving California,V,0.6024
Nothing Lasts Forever,It Won’t Be Soon Before Long,If I Never See Your Face Again,It Won’t Be Soon Before Long,0.6418
Nothing Lasts Forever,It Won’t Be Soon Before Long,Better That We Break,It Won’t Be Soon Before Long,0.6108
Nothing Lasts Forever,It Won’t Be Soon Before Long,Coming Back for You,V,0.6605
Nothing Lasts Forever,It Won’t Be Soon Before Long,Through with You,Songs About Jane,0.6579
Nothing Lasts Forever,It Won’t Be Soon Before Long,Give a Little More,Hands All Over,0.6366
Nothing Lasts Forever,It Won’t Be Soon Before Long,Let’s Stay Together,Overexposed,0.6112
Nothing Lasts Forever,It Won’t Be Soon Before Long,How,Hands All Over,0.6089
Nothing Lasts Forever,It Won’t Be Soon Before Long,Stutter,Hands All Over,0.6173
Nothing Lasts Forever,It Won’t Be Soon Before Long,Wasted Years,Live – Friday the 13th,0.6945
Nothing Lasts Forever,It Won’t Be Soon Before Long,I Can’t Lie,Hands All Over,0.655
Nothing Lasts Forever,It Won’t Be Soon Before Long,Can’t Stop,It Won’t Be Soon Before Long,0.6132
Nothing Lasts Forever,It Won’t Be Soon Before Long,Back At Your Door,It Won’t Be Soon Before Long,0.6502
Nothing Lasts Forever,It Won’t Be Soon Before Long,Not Falling Apart,It Won’t Be Soon Before Long,0.6624
Nothing Lasts Forever,It Won’t Be Soon Before Long,Little of Your Time,It Won’t Be Soon Before Long,0.6511
Nothing Lasts Forever,It Won’t Be Soon Before Long,Infatuation,It Won’t Be Soon Before Long,0.6408
Nothing Lasts Forever,It Won’t Be Soon Before Long,Ragdoll,Songs About Jane,0.613
Nothing Lasts Forever,It Won’t Be Soon Before Long,"Miss You, Love You",It Won’t Be Soon Before Long,0.6399
Nothing Lasts Forever,It Won’t Be Soon Before Long,Losing My Mind,It Won’t Be Soon Before Long,0.6202
Nothing Lasts Forever,It Won’t Be Soon Before Long,Until You’re Over Me,It Won’t Be Soon Before Long,0.7345
Nothing Lasts Forever,It Won’t Be Soon Before Long,Story,It Won’t Be Soon Before Long,0.6494
Nothing Lasts Forever,It Won’t Be Soon Before Long,The Way I Was,It Won’t Be Soon Before Long,0.6647
Nothing Lasts Forever,It Won’t Be Soon Before Long,Take What You Want (Demo),Songs About Jane: 10th Anniversary Edition,0.6376
Nothing Lasts Forever,It Won’t Be Soon Before Long,This Love (Demo),Songs About Jane: 10th Anniversary Edition,0.6212
Nothing Lasts Forever,It Won’t Be Soon Before Long,Never Gonna Leave This Bed (Acoustic),Hands All Over,0.6593
Nothing Lasts Forever,It Won’t Be Soon Before Long,Sweetest Goodbye (Demo),Songs About Jane: 10th Anniversary Edition,0.6194
Nothing Lasts Forever,It Won’t Be Soon Before Long,Harder to Breathe (The Cool Kids Remix),Call and Response: The Remix Album,0.605
Nothing Lasts Forever,It Won’t Be Soon Before Long,Through With You (Demo),Songs About Jane: 10th Anniversary Edition,0.6579
Nothing Lasts Forever,It Won’t Be Soon Before Long,Better That We Break (Ali Shaheed Muhammad & Doc Remix),Call and Response: The Remix Album,0.6115
Nothing Lasts Forever,It Won’t Be Soon Before Long,Makes Me Wonder (Just Blaze Remix),Call and Response: The Remix Album,0.702
Nothing Lasts Forever,It Won’t Be Soon Before Long,Not Falling Apart (Tiësto Remix),Call and Response: The Remix Album,0.6583
Nothing Lasts Forever,It Won’t Be Soon Before Long,Hello (Oasis Cover) (Live),,0.6044
Nothing Lasts Forever,It Won’t Be Soon Before Long,This Love (C. “Tricky” Stewart Remix),Call and Response: The Remix Album,0.6632
Nothing Lasts Forever,It Won’t Be Soon Before Long,Sweetest Goodbye (live),,0.6068
Nothing Lasts Forever,It Won’t Be Soon Before Long,Goodnight Goodnight (Deerhoof Remix),Call and Response: The Remix Album,0.6196
Nothing Lasts Forever,It Won’t Be Soon Before Long,She Will Be Loved (Pharrell Williams Remix),Call and Response: The Remix Album,0.6107
Nothing Lasts Forever,It Won’t Be Soon Before Long,Story - Non-LP Version,,0.6676
Nothing Lasts Forever,It Won’t Be Soon Before Long,This Love (Junior Sirius edit),,0.6638
Bet My Heart,Red Pill Blues,New Love,V,0.6072
Bet My Heart,Red Pill Blues,Coming Back for You,V,0.621
Bet My Heart,Red Pill Blues,Through with You,Songs About Jane,0.6153
Bet My Heart,Red Pill Blues,Let’s Stay Together,Overexposed,0.6006
Bet My Heart,Red Pill Blues,Wasted Years,Live – Friday the 13th,0.6027
Bet My Heart,Red Pill Blues,I Can’t Lie,Hands All Over,0.6026
Bet My Heart,Red Pill Blues,Little of Your Time,It Won’t Be Soon Before Long,0.6079
Bet My Heart,Red Pill Blues,Last Chance,Hands All Over,0.6312
Bet My Heart,Red Pill Blues,Until You’re Over Me,It Won’t Be Soon Before Long,0.6411
Bet My Heart,Red Pill Blues,Story,It Won’t Be Soon Before Long,0.6091
Bet My Heart,Red Pill Blues,The Way I Was,It Won’t Be Soon Before Long,0.6273
Bet My Heart,Red Pill Blues,Figure It Out,It Won’t Be Soon Before Long,0.6057
Bet My Heart,Red Pill Blues,Through With You (Demo),Songs About Jane: 10th Anniversary Edition,0.6153
Bet My Heart,Red Pill Blues,This Love (C. “Tricky” Stewart Remix),Call and Response: The Remix Album,0.6388
Bet My Heart,Red Pill Blues,She Will Be Loved (Pharrell Williams Remix),Call and Response: The Remix Album,0.635
Bet My Heart,Red Pill Blues,Story - Non-LP Version,,0.6069
Bet My Heart,Red Pill Blues,This Love (Junior Sirius edit),,0.6586
Denim Jacket,Red Pill Blues,If I Never See Your Face Again (Remix),It Won’t Be Soon Before Long,0.6051
Denim Jacket,Red Pill Blues,Leaving California,V,0.6313
Denim Jacket,Red Pill Blues,If I Never See Your Face Again,It Won’t Be Soon Before Long,0.7133
Denim Jacket,Red Pill Blues,Coming Back for You,V,0.6107
Denim Jacket,Red Pill Blues,Shoot Love,V,0.6375
Denim Jacket,Red Pill Blues,Get Back In My Life,Hands All Over,0.6097
Denim Jacket,Red Pill Blues,Ragdoll,Songs About Jane,0.6647
Denim Jacket,Red Pill Blues,Never Gonna Leave This Bed (Acoustic),Hands All Over,0.6037
Denim Jacket,Red Pill Blues,If I Never See Your Face Again (Paul Oakenfold Remix),Call and Response: The Remix Album,0.6051
Sugar (Remix),,Don’t Wanna Know (Extended Version),,0.6562
Sugar (Remix),,Girls Like You (Remix) (Volume 2),,0.6111
Sugar (Remix),,Cold (Remix),,0.6044
Sugar (Remix),,Moves Like Jagger (Remix),,0.626
Sugar (Remix),,Girls Like You (St. Vincent Remix),,0.6127
Sugar (Remix),,Girls Like You (Cray Remix),,0.6111
Sugar (Remix),,Misery (Acoustic),Hands All Over,0.6323
Sugar (Remix),,Girls Like You (WondaGurl Remix),,0.6111
Sugar (Remix),,Girls Like You (TOKiMONSTA Remix),,0.6111
Sugar (Remix),,Be Nice,,0.6172
Sugar (Remix),,If I Never See Your Face Again (Swizz Beatz Remix),Call and Response: The Remix Album,0.6627
Just a Feeling,Hands All Over,Wipe Your Eyes,Overexposed,0.6347
Just a Feeling,Hands All Over,Sweetest Goodbye,Songs About Jane,0.6254
Just a Feeling,Hands All Over,Leaving California,V,0.6347
Just a Feeling,Hands All Over,Must Get Out,Songs About Jane,0.6147
Just a Feeling,Hands All Over,If I Never See Your Face Again,It Won’t Be Soon Before Long,0.6794
Just a Feeling,Hands All Over,New Love,V,0.6194
Just a Feeling,Hands All Over,Coming Back for You,V,0.6435
Just a Feeling,Hands All Over,Through with You,Songs About Jane,0.6125
Just a Feeling,Hands All Over,Give a Little More,Hands All Over,0.6062
Just a Feeling,Hands All Over,Wasted Years,Live – Friday the 13th,0.628
Just a Feeling,Hands All Over,I Can’t Lie,Hands All Over,0.6946
Just a Feeling,Hands All Over,Shoot Love,V,0.63
Just a Feeling,Hands All Over,Can’t Stop,It Won’t Be Soon Before Long,0.6224
Just a Feeling,Hands All Over,Back At Your Door,It Won’t Be Soon Before Long,0.6067
Just a Feeling,Hands All Over,Not Falling Apart,It Won’t Be Soon Before Long,0.6422
Just a Feeling,Hands All Over,Last Chance,Hands All Over,0.6274
Just a Feeling,Hands All Over,Get Back In My Life,Hands All Over,0.642
Just a Feeling,Hands All Over,Ragdoll,Songs About Jane,0.6741
Just a Feeling,Hands All Over,Losing My Mind,It Won’t Be Soon Before Long,0.6169
Just a Feeling,Hands All Over,The Way You Look Tonight,Hands All Over (Asia Tour Edition),0.6239
